YEAR,COUNTY,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER
2017,WASHINGTON,120,180,0
2017,BERRIEN,2,6,0
2017,TARRANT,0.0025,0.0008,0
2017,ROOSEVELT,0,0,0
2017,LANE,0,0,0
2017,ASHTABULA,250,5,0
2017,SHELBY,0,2.6,60.9
2017,MCLEAN,0,12,0
2017,ASHTABULA,0.8,4.4,0
2017,ROBERTSON,0,1,0
2017,ONONDAGA,121,0,23
2017,BRAZORIA,0,22.7,0
2017,MARINETTE,30.75,9.7,0
2017,NEZ PERCE,0,0,9886
2017,WAKE,0,0.0038,0
2017,WELD,0,0,0
2017,HARRIS,3569,8489,0
2017,OCONTO,0,6917,0
2017,DESHA,0,0,0
2017,LIVINGSTON,250,897.03,0
2017,CLINTON,0,0,0
2017,COOK,A,Pounds,0
2017,LIMESTONE,76,6648,0
2017,GREENWOOD,0,11,0
2017,YORK,0,0,0
2017,COLUMBIA,0,0,0
2017,JACKSON,0,0,0
2017,CLINTON,0,141,0
2017,LENAWEE,0,0,0
2017,BERKELEY,2402,2583,0
2017,ANOKA,0,34.76,0
2017,CHRISTIAN,5,0,0
2017,STARK,0,0,0
2017,DAWSON,14,0,0
2017,WASHINGTON,0,0,0
2017,ARMSTRONG,0,41071,0
2017,GREENVILLE,250,1,22
2017,MARION,330,0,0
2017,WAYNE,0,0,0
2017,RICHMOND,4480,13438,0
2017,WAYNE,0,0,0
2017,MARINETTE,0,190.16,4.62
2017,JEFFERSON,141500,135999,0
2017,WASHINGTON,0,2,0
2017,WAYNE,0,0,0
2017,BRAZORIA,74838,61139,0
2017,SCOTT,0,0,0
2017,SHERBURNE,255,1565,0
2017,WETZEL,0,0.14,0
2017,LASALLE,5,0,51
2017,GUADALUPE,0,0,0
2017,OTTAWA,153,382,0
2017,LEWIS,0,0,0
2017,ESMERALDA,2200,0,0
2017,RACINE,0,0,0
2017,UNION,0.01,1.6,0
2017,WILL,410,19914,1
2017,PLAQUEMINES PARISH,0,0,24.31
2017,MCCURTAIN,0,0,0
2017,WARRICK,0,280,380
2017,BRAZORIA,0,44,0
2017,ADAMS,0,0,0
2017,COOK,9154,36901,0
2017,CHESTER,0,20.6,0.6
2017,CAMPBELL,12.3,76.07,6.98
2017,BOYLE,0.1,0,0
2017,GRAFTON,0,5,0
2017,DELAWARE,924.12,5786.2,0
2017,EL PASO,0.5209,0.352,0
2017,PALO PINTO,0,0,0
2017,DUPAGE,0,0.0412,0
2017,BALTIMORE,0,0,0
2017,MADISON,6.8,0,0
2017,PIKE,0,0,970943
2017,SPARTANBURG,131,1172,0
2017,LOS ANGELES,5,3,0
2017,SENECA,R,Pounds,8734
2017,IRON,0,0,0
2017,GREENVILLE,Pounds,0,0
2017,WINONA,0,0,0
2017,PANOLA,0.1,465,0
2017,NEW HAVEN,5,5,0
2017,CRAWFORD,0,23,0
2017,MUSCOGEE,0,0,0
2017,UNION,4015,92489,0
2017,TITUS,5.96,0,0
2017,TAZEWELL,28.57,0,0
2017,ALLEGHENY,0,0,0
2017,CHATHAM,0,2449,0
2017,ANCHORAGE BOROUGH,41,210,0
2017,NUECES,70.8,59.4,2.8
2017,NOBLE,3386,30474,0
2017,CHAMBERS,Pounds,0.11,0.04
2017,DAVIS,11000,11000,0
2017,ROGERS,0,0.07,0
2017,ALCORN,0,31.4,0
2017,MAYES,0,7.1,0
2017,SUFFOLK,0,0,0
2017,HAMBLEN,0,0,0
2017,GORDON,0,1037,0
2017,MARINETTE,0,2.17,0
2017,LAKE,0,0,0
2017,PUTNAM,0,0,0
2017,SEBASTIAN,0.1,0,0
2017,BAKER,0,0,0
2017,HARRIS,0,23,0
2017,DORCHESTER,136,17,0
2017,BUNCOMBE,2.79,0,0
2017,FANNIN,0,0.00599,0
2017,PALM BEACH,0,0.0125,0
2017,JACKSON,250,335.32,0
2017,ERIE,250,0,0
2017,MONROE,0,560,4300
2017,HAMILTON,5,21.29,0
2017,BLADEN,R,Pounds,0
2017,DAVIESS,54,0.06,0
2017,CONTRA COSTA,0,195,0
2017,BARTOW,0,0.0573,0
2017,HARRIS,0,0.36,0
2017,GREEN,0,0,0
2017,BARTOW,0.0275,0,0
2017,LAKE,0,0,0
2017,WAYNE,0,0,0
2017,UNION,0,0.17,0
2017,WARREN,0,2400,0
2017,BRAZORIA,R,Pounds,6.4
2017,CRAWFORD,1300,13800,0
2017,TARRANT,1300,180,0
2017,UNION,0.01,0.46,0
2017,MECKLENBURG,R,Pounds,0
2017,MERRIMACK,702,21,0
2017,DOUGLAS,0,0,0
2017,ADAMS,0,1207,0
2017,MARINETTE,0,0,0
2017,GREENVILLE,0,4.58,0
2017,FLOYD,0,0.0009,0
2017,SHELBY,0,0,11.94
2017,MUSCOGEE,0,0,0
2017,PUSHMATAHA,0,0,0
2017,ST LOUIS (CITY),0,0,0
2017,ANCHORAGE BOROUGH,0,0,0
2017,LOS ANGELES,1.93,0.66,0
2017,RALLS,1.63,18.44,0
2017,ESSEX,742,645,0
2017,NORFOLK,24,24376,0
2017,DAVIS,250,48000,0
2017,JACKSON,2515,6604,30
2017,HARRIS,1713,5747,0
2017,MARTIN,1,538,0
2017,DOUGLAS,0,0,0
2017,SPENCER,632,0,0
2017,MADISON,0.006,0,0
2017,LAKE,0,0,0
2017,INGHAM,5,250,0
2017,KIMBALL,0.09,0.45,0
2017,ERIE,2,0,0
2017,RIPLEY,0,0,0
2017,NEZ PERCE,31942,21004,7484
2017,CHITTENDEN,0,3090,0
2017,MARION,15,110,0
2017,MARICOPA,0,0,0
2017,JACKSON,0,0,0
2017,MANATI,A,Pounds,0
2017,TOLLAND,218,10681,0
2017,GASTON,0,0,0
2017,HARRISON,15614,10455,0
2017,BUTLER,R,Pounds,2.6
2017,PLAQUEMINES PARISH,0.13,0,813.24
2017,POTTAWATTAMIE,0,0,0
2017,MOBILE,0,4781.93,22.66
2017,CAMDEN,0,0,0
2017,HILLSBOROUGH,0,0,0
2017,GARVIN,0.73,0,0
2017,DORCHESTER,R,Pounds,11
2017,MOHAVE,320.4157,122.6739,0
2017,KIMBALL,Pounds,11.87,1.38
2017,LUZERNE,0,4,0
2017,WELD,0,0,0
2017,FLORENCE,24.714,0,0
2017,PULASKI,0,0,0
2017,KIMBALL,0.01,0.01,0
2017,KIMBALL,46.79,0.93,0
2017,BRAZORIA,Pounds,0,0
2017,FORT BEND,0,2430,0
2017,FORT BEND,2.8,134.3,0
2017,FORT BEND,0,315,47
2017,CLARK,0,29906,0
2017,AUGLAIZE,0,113,0
2017,PUEBLO,0,0,0
2017,LOUDON,156346,104231,0
2017,NEWBERRY,0,30,0
2017,PLAQUEMINES PARISH,17.08,927.63,2428
2017,SAN JOAQUIN,0.9,0,0
2017,BROOME,0,0,0
2017,DORCHESTER,3,30,0
2017,SARASOTA,0,0,0
2017,LOS ANGELES,0,0,0
2017,MACOMB,390,3500,0
2017,ROBERTSON,0,0.2,0
2017,MOORE,R,Pounds,0.01
2017,LINCOLN,0,0,0
2017,MONROE,0,95,1600
2017,HONOLULU,0,0,0
2017,MOORE,254,54,0
2017,WESTMORELAND,0,8,0
2017,RALLS,12.87,146,0
2017,STARK,0,0,0
2017,KIMBALL,0,0.0000202,0
2017,WASHTENAW,1.6,0,0
2017,WAYNE,0,0,0
2017,DAVIS,0,0,0
2017,DAVIS,7600,7900,0
2017,BROWN,0,1,0
2017,WAYNE,0,0,0
2017,ST CLAIR,0,12,0
2017,LANCASTER,0,0,0
2017,WALLER,0,0,0
2017,ASCENSION PARISH,R,Pounds,142.17
2017,STARK,220,0,0
2017,MARICOPA,0,0.1,0
2017,UNION,0.01,0.4,0
2017,ST CHARLES,0,6398,0
2017,KENT,Pounds,3,0
2017,DARKE,5,1042,0
2017,ASHTABULA,0.2,4.1,0
2017,KING,0,0,0
2017,WARRICK,0,93,38
2017,WASHINGTON,0,127,0
2017,ANGELINA,2,0,0
2017,LAPORTE,0,130,0
2017,HARRIS,0,0,509.9
2017,SALINE,10,30946,0
2017,PHILADELPHIA,17526,23676,21
2017,BARROW,20,135,0
2017,FLOYD,0,0,0
2017,KIMBALL,266.53,39.83,0
2017,MACOMB,0,0,0
2017,CONTRA COSTA,0,2170,0
2017,LAWRENCE,5,48696,434
2017,RICHMOND,5,61737,21303
2017,HILLSBOROUGH,0,0,0
2017,LASALLE,0,0,0
2017,BUTLER,5,0,0
2017,LANE,0,0,0
2017,BARTOW,0.5,0,0
2017,JACKSON,0,0,0
2017,NUECES,0,23,0
2017,WARRICK,1.2,110,830
2017,OTTAWA,0,0.3245,0
2017,BARTOW,0.1,0,0
2017,MIDDLESEX,0,108,0
2017,FRANKLIN,416,0,0
2017,CLAY,2773,11093,0
2017,ST CLAIR,0.6,92,0.71
2017,SACRAMENTO,10,75,0
2017,STEPHENS,0,0,0
2017,CRAIGHEAD,0,34520,0
2017,GREENVILLE,7227,4748,0
2017,NEW HAVEN,250,5,0
2017,PRINCE GEORGE'S,7,2,0
2017,CHEROKEE,30,2.3,0
2017,CHEROKEE,98,1138,0
2017,INGHAM,5,750,0
2017,DAVIDSON,0,0,0
2017,HARRIS,0,0,0
2017,BECKER,0,0,0
2017,SAN BERNARDINO,R,Pounds,0
2017,RENSSELAER,0,0,0
2017,PHILADELPHIA,62.74,0,0
2017,ANOKA,1952,1302,0
2017,NOTTOWAY,0,0,4
2017,LAWRENCE,0,1.7,7
2017,WESTMORELAND,0,7,0
2017,MENOMINEE,40,180,0
2017,CEDAR,0,123140,0
2017,UNION,0.01,0.09,0
2017,GRANT,2726,49921,0
2017,MIAMI-DADE,0,0,0
2017,DORCHESTER,20,11,0
2017,COOK,250,250,0
2017,MADISON,0.3,0,0
2017,WARREN,0,0,0
2017,SIOUX,0,0,0
2017,TARRANT,250,3,0
2017,UNION,0,0.88,0
2017,DUPAGE,0,0,0
2017,MONROE,5,10200,0
2017,FARIBAULT,6.06,6044.74,0
2017,KINGS,0,0,0
2017,MENOMINEE,35,465,0
2017,GORDON,0,0,0
2017,LEE,18553,618,0
2017,COOK,0,0,0
2017,TIPPECANOE,34,0,0
2017,MORGAN,0,0,0
2017,COOK,0,52587.86,0
2017,HARRIS,11.8,0,0
2017,DAVIS,750,750,0
2017,WASHINGTON,315,6226,0
2017,NOBLE,R,Pounds,1171.37
2017,SHELBY,2607,1108,54
2017,MOORE,250,750,1.7
2017,BALLARD,0,1926.21,0
2017,LAKE,677,0,0
2017,KING,20,30,0
2017,LAKE,Pounds,48,14
2017,MECKLENBURG,118,245,0
2017,BUNCOMBE,4435,0,0
2017,BRAZORIA,3649,31575,0
2017,KIMBALL,Pounds,9.29,3.94
2017,ASCENSION PARISH,Pounds,23149.6,17829.73
2017,SULLIVAN,1730,15550,0
2017,FAIRFAX (CITY),0,0,0
2017,DORCHESTER,0,1,0
2017,KIMBALL,6.67,0.33,0
2017,KIMBALL,1017.61,8.64,0
2017,MCLEAN,0,42,0
2017,JUNIATA,1406,1350,0
2017,MCLENNAN,0,0,0
2017,MISSAUKEE,0,0,0
2017,MOBILE,1186.617,0,55.77
2017,ARMSTRONG,250,250,0
2017,MADISON,52.29,0,0
2017,LANE,0,0,0
2017,MORGAN,0,6500,0
2017,MORGAN,0,0,0
2017,PUTNAM,1104,0,0
2017,MARTIN,0,0,0
2017,KIMBALL,0.01,0.12,0
2017,MISSISSIPPI,0,26,0
2017,WINONA,0,0,0
2017,COOK,5,140,0
2017,WALLER,0,0,0
2017,CHAMBERS,Pounds,0,0
2017,SPARTANBURG,0,0,0
2017,KIMBALL,0,0.39,0
2017,HUMBOLDT,250,250,0
2017,WASHINGTON,0,0,0
2017,MUSCOGEE,0,0,0
2017,WELD,176,0,0
2017,SUFFOLK,5000,50000,68
2017,NEW HAVEN,250,5,0
2017,NUECES,0,163,0
2017,MONROE,0,0,0
2017,TILLAMOOK,0.004,0.4,0.004
2017,JEFFERSON,5,1721,0
2017,LA CROSSE,R,Pounds,0
2017,LANCASTER,0,0,0
2017,ST CHARLES PARISH,0,0,0
2017,DAVIDSON,0,0,0
2017,BARTOW,0.2413,0,0
2017,BUTNER,Pounds,82.038,0
2017,UNION,0,0.53,0
2017,UNION,0,0.12,0
2017,DAVIESS,52,12,0
2017,DAY,0,14341,0
2017,GRAHAM,0,0,0
2017,MARINETTE,2.95,123.64,0
2017,UNION,0.01,1.02,0
2017,UNION,0,1.17,0
2017,TISHOMINGO,5,37982,0
2017,WYOMING,0,2.8,0
2017,PULASKI,6.3,0,0
2017,GORDON,0,1435,0
2017,ARMSTRONG,1,5891,348
2017,MECKLENBURG,0,0,0
2017,GREENVILLE,10,240,0
2017,WASHINGTON,1,18.7,0
2017,UNION,0.01,0.23,0
2017,CLINTON,0,0,0
2017,LIVINGSTON,250,12398.54,0
2017,DUPAGE,0,0,0
2017,SAN LUIS OBISPO,0,0,0
2017,LAWRENCE,194858,74029,7236
2017,CAPE GIRARDEAU,0,0,0
2017,MONROE,0,0,0
2017,SHELBY,2,6,52
2017,BROWARD,4,6,0
2017,FAIRFAX (CITY),3,8,0
2017,EMERY,0,15600,0
2017,DAVIS,0.2,19,0
2017,AIKEN,R,Pounds,0.76
2017,JOHNSON,1,1,0
2017,BARROW,191,0,0
2017,MEDINA,0,0,0
2017,HENRY,5,8212,0
2017,MARICOPA,5,228,0
2017,CLINTON,0,26,0
2017,UNION,0,2.51,4.7
2017,MISSAUKEE,0,0,0
2017,GEAUGA,0.0005,0.0002,0
2017,JEFFERSON,0,0,0
2017,HUMBOLDT,1,1,0
2017,HARTFORD,7256,65343,0
2017,WEBER,0,0,0
2017,AUGLAIZE,250,250,0
2017,NUECES,0,416,0
2017,JACKSON,0,0,0
2017,HARDIN,0,0,0
2017,MOBILE,0,205.6,1.096
2017,SAN JOAQUIN,0,0,0
2017,ST LOUIS (CITY),626,808,0
2017,NUECES,0,0.7,1.5
2017,COMANCHE,0.2,0.2,0
2017,ALLEN,13.3,13.2,0
2017,MARTIN,930.5,164.7,8.17719
2017,DALLAS,52,391,0
2017,LOS ANGELES,0,5,0
2017,PANOLA,599,15937,0
2017,BARTOW,0.4687,0,0
2017,RANKIN,0.00441,110.7,0
2017,SPARTANBURG,0,0,0
2017,SUSSEX,0,0,0
2017,ST CHARLES PARISH,1.4,0,0
2017,LEE,0,0,0
2017,KINGS,7881,5293,0
2017,UNION,0.01,0.36,0
2017,UNION,18.07,1.37,0
2017,YELLOWSTONE,5,1184,0
2017,MIAMI,0,0,0
2017,MOORE,5,5,0
2017,BRAZORIA,1635,0,0
2017,VERMILLION,0,0.0006,0
2017,ONEIDA,0,0,0
2017,MILWAUKEE,250,250,0
2017,COLBERT,2412,0,0
2017,LAWRENCE,28837,58559,14477
2017,LOUDON,0,0,0
2017,CRISP,4.56,0,0
2017,BUNCOMBE,0,0,0
2017,CAMBRIA,2,0,0
2017,ORANGE,0,5,0
2017,KENT,0,0,0
2017,SACRAMENTO,161,0,0
2017,PULASKI,0,0,0
2017,HARRISON,5223,540,0
2017,DESHA,0,0,0
2017,UNION,0,0,0
2017,HALL,30,1645,0
2017,SHELBY,0,91,0
2017,WAUKESHA,147,170,5
2017,LAPORTE,0,0.003,0
2017,COOK,43,3080.4,0
2017,NUECES,2198.2,5323.7,58
2017,DALLAS,1,19,0
2017,RIVERSIDE,0,0,0
2017,HILLSBOROUGH,0,0,0
2017,CHAMBERS,0,0,0
2017,PLATTE,0,12.5,0
2017,LIMESTONE,0,11.48,0
2017,HARRIS,21,63,42
2017,RICHLAND,0,9.68,0
2017,LA PAZ,0,0,0
2017,GREENE,Pounds,0,1
2017,WASHINGTON,306,7887,0
2017,LOS ANGELES,160,66,1
2017,PLAQUEMINES PARISH,R,Pounds,9.75
2017,KENT,551,295,0
2017,LAPORTE,0,0,0
2017,DALLAS,180,40,0
2017,KERN,311,598,0
2017,UNION,0.01,0.12,0
2017,LEBEC,Pounds,0,0
2017,MIAMI-DADE,0.362,15.571,0
2017,BEAVER,218.2,0,0
2017,WELD,28.25,20.7,0
2017,DAVIS,25.58,0.34,0
2017,LAKE,Pounds,0,0
2017,ROCKINGHAM,0,10737,0
2017,WRIGHT,0,2.21,0
2017,PLAQUEMINES PARISH,41.74,1.63,24.31
2017,UNION,0.48,0.58,0
2017,DAVIS,0,0,0
2017,ORANGE,1,2,1.8
2017,DAKOTA,142,1156,0
2017,RENO,0,0,0
2017,DALLAS,0,0,0
2017,SEDGWICK,0,0,0
2017,HUNTERDON,8.7,3.9,0
2017,ERIE,2.87,5.74,0
2017,ELKHART,3686,250,0
2017,UNION,Pounds,0.28,1.31
2017,TULSA,0,0,0
2017,MECKLENBURG,178,126,0
2017,MUSKEGON,0,0,0
2017,FRANKLIN,976,0,0
2017,TARRANT,250,0.33,0
2017,FOND DU LAC,0,0,0
2017,HARRISON,2574,1559,0
2017,MARTIN,0,0,322.3
2017,HUMPHREYS,0,2268,0
2017,UNION,0.89,0.15,0
2017,MUSCOGEE,0,0,0
2017,MARION,180,1400,0
2017,PHILADELPHIA,0,579,0
2017,KENT,0,0,0
2017,PUEBLO,0,0,0
2017,MARSHALL,429,1,0
2017,DEKALB,0,0,0
2017,LOUDON,0,0,0
2017,TARRANT,0,0,26.36
2017,MOORE,5,36,0.22
2017,PHILADELPHIA,217,8100,17
2017,MIAMI-DADE,0,0,0
2017,NEWPORT NEWS (CITY),R,Pounds,0
2017,LOS ANGELES,0,0,0
2017,GORDON,0,0,0
2017,ST MARTIN PARISH,0,39761,0
2017,MANITOWOC,R,Pounds,0
2017,MORRIS,116,652,0
2017,COOK,0,0,0
2017,NEW CASTLE,250,250,0
2017,SHELBY,760,2359,0
2017,CHAMBERS,0.54,0.82,0
2017,RALLS,0.46,5.3,0.99
2017,LAKE,0,0,0
2017,ADAMS,0.209,21.4521,0
2017,BOONE,0,0,1
2017,LAWRENCE,0,84987,0
2017,ELKHART,0.742,0,0
2017,ONEIDA,0,0,0
2017,HARDIN,0,0,0
2017,CALHOUN,5,3,0
2017,GREENVILLE,0,288.442,0
2017,CAMBRIA,0,242970,0
2017,MARTIN,0,0,0
2017,MARICOPA,0,0,0
2017,ADAIR,2163,3205,0
2017,GEAUGA,0,79,0
2017,BRAZORIA,0.062,852,0
2017,BROOME,0,0,0
2017,CHESTERFIELD,153,0,0
2017,HUMPHREYS,0,1740,0
2017,FOND DU LAC,5,0,0
2017,BURLEIGH,0,0,0
2017,BELKNAP,0,0,0
2017,CALHOUN,0,0,0
2017,CANYON,1,11,0
2017,GORDON,0,0,0
2017,NEW CASTLE,0,0,0
2017,BRAZORIA,1,0,0
2017,BRAZORIA,1851,83,0
2017,KANKAKEE,Pounds,4800,750
2017,BERRIEN,0,4,0
2017,TARRANT,46,168,0
2017,VANDERBURGH,0,0,0
2017,SEMINOLE,0,0,0
2017,TARRANT,9900,12000,0
2017,ESSEX,0,0,0
2017,NUECES,39.6,33.8,645.6
2017,KANE,0,0,0
2017,MIDDLESEX,0,173,0
2017,MARION,680,2030,0
2017,STARK,213,0,0
2017,OZAUKEE,0,0,0
2017,POLK,17,0,0
2017,COOK,37,0,0
2017,PUTNAM,0,0,0
2017,LOS ANGELES,0,0,0
2017,POTTER,0,0,0
2017,JACKSON,1.03,0,0
2017,UNION,0,0.28,0
2017,SHASTA,0,0.0006652,0
2017,HILLSBOROUGH,250,250,0
2017,POLK,0,0,490
2017,BARRON,0,0,0
2017,ALLEN,8.5,8.4,0.7
2017,MANATI,0,0,0
2017,PALO PINTO,0,0,0
2017,YELLOWSTONE,5340,566,0
2017,BRAZORIA,Pounds,12796,5573
2017,WASHINGTON,1,0,0
2017,MOORE,0,0,0
2017,BOYLE,4,0,0
2017,POLK,0,0,0
2017,JOHNSON,0,0,0
2017,EMERY,397,293,0
2017,WORCESTER,0,0,0
2017,WAYNE,0,0,0
2017,HALL,10,316,0
2017,UNION,Pounds,5.84,13.78
2017,UNION,0.01,0.96,0
2017,MADISON,0,0,0
2017,CHESTERFIELD,19.86,0,0
2017,ANNE ARUNDEL,0,0.0018733,0
2017,HAWKINS,0,0,0
2017,SPOKANE,62,125,0
2017,HARRIS,0,0,57.5
2017,MONMOUTH,0.02,0,0
2017,DALLAS,0,0,0
2017,HILLSDALE,243.16,0,0
2017,STARK,0,0,0
2017,LANCASTER,0,5,0
2017,ANNE ARUNDEL,0,74.2,0
2017,BELCAMP,Pounds,0,0
2017,NUECES,10433,124746,1689
2017,ALCORN,0,363.43,0
2017,WARE,1543,14340,0
2017,MILWAUKEE,0,0,0
2017,DAKOTA,0,0,0
2017,YELLOWSTONE,0,0,0
2017,LANCASTER,0,1,0
2017,LA PAZ,12.5677,0,0
2017,DESHA,0,0,0
2017,HUMPHREYS,0,27,0.04
2017,PROVIDENCE,0,0,0
2017,SEMINOLE,50,50,0
2017,SHELBY,0,0,0
2017,JOHNSON,0.018441,0.314363,0
2017,OTTAWA,2847,654,0
2017,DORCHESTER,14,1,0
2017,BROWARD,5,5,0
2017,WAUKESHA,0,0,0
2017,SOMERSET,5,0,0
2017,MADISON,0,0,0
2017,GREENE,0,64,0
2017,HAMILTON,0,0,0
2017,NUECES,1089,8872,0
2017,KIMBALL,284.44,0.35,0
2017,COLUMBIA,0,0,0
2017,SAN DIEGO,0,0,0
2017,YELLOWSTONE,0,0,0
2017,FLOYD,0,63000,0
2017,BRAZORIA,142,674,0
2017,CABARRUS,247,7981,0
2017,GREENVILLE,0,0,0
2017,ALACHUA,0.0022,0,0
2017,PUEBLO,0,0,0
2017,MARSHALL,1787,139,0
2017,GUAYNABO,3.9,49.86,0
2017,MECKLENBURG,0,14,0
2017,DALLAS,108,0,0
2017,NUECES,2005,486,0
2017,ANDERSON,0,0,0
2017,ST CHARLES PARISH,R,Pounds,0
2017,MADISON,0,0,0
2017,PEACH,0,0,0
2017,TARRANT,100,1600,0
2017,MOBILE,Pounds,1300,250
2017,GREENE,378,3320,0
2017,MARION,220,1800,0
2017,NUECES,3387,17057,0
2017,ST LOUIS (CITY),106,10,0
2017,JEFFERSON,0,3747,0
2017,GRAYSON,0,0.0732,0.51
2017,MULTNOMAH,1.84,20.51,0
2017,MERCER,9.5,41,0
2017,MERRIMACK,167,5,0
2017,MOORE,0,0.0009182,0
2017,POLK,0,0,0
2017,PHILADELPHIA,0,48,0
2017,KIMBALL,0,0.38,0
2017,LYON,0,0,0
2017,MARION,765,1140,0
2017,CRAWFORD,5,750,0
2017,HARRIS,0,9389.83,0
2017,ORANGE,0,0,0
2017,HENNEPIN,0,0,0
2017,MARICOPA,NO,R,Pounds
2017,EMERY,0.3,0.6,0
2017,NEW HAVEN,0,0,0
2017,LOS ANGELES,50,100,0
2017,KAUFMAN,0.019,0,0
2017,PUEBLO,0,0,0
2017,CAMBRIA,1.9,0,35.1
2017,DAVIESS,4,2936,0
2017,WILKES,0,0,0
2017,LAMAR,0,0,10
2017,AIBONITO,0,19.13,0
2017,LUZERNE,43,0,0
2017,ASCENSION PARISH,3669.43,2419.05,0.47
2017,ECTOR,0,1.43,0
2017,MISSISSIPPI,1,79,6
2017,ALLEN,0,0,0
2017,ERIE,12,0,21
2017,CHAMBERS,0.66,18.49,0
2017,CHAMBERS,0.2,4.81,0
2017,TRIMBLE,0.7,161.7,0
2017,MOBILE,213,0,0
2017,ALLEGHENY,6,212,0
2017,DICKSON,0,0,0
2017,WALLER,0,0,0
2017,CAMPBELL,0,78.77,0
2017,BROWN,0.06,0,0
2017,MULTNOMAH,561,322,0
2017,RANSOM,0,16.5,0
2017,HAMILTON,0,0,0
2017,BROWN,0.5,2,0
2017,TARRANT,140,32000,0
2017,BROWARD,4,11,0
2017,CLAY,3228,12913,0
2017,ROBESON,853,5908,0
2017,MUSCOGEE,0,0,0
2017,BARROW,0,0,0
2017,LARAMIE,0,0,0
2017,WASHINGTON,10185,13840,0
2017,WORCESTER,50,2,0
2017,CHESAPEAKE (CITY),70235,156325,0
2017,HILLSBOROUGH,0,7.85,0
2017,ROCKINGHAM,0,12344,0
2017,NUECES,0,0,35
2017,HILLSBOROUGH,250,5,0
2017,SCOTT,127,302,0
2017,MERCER,0,304,0
2017,UNION,2.02,7.17,0
2017,DORCHESTER,1,1,0
2017,RICHLAND,0,0,0
2017,MISSISSIPPI,3510,6193,0
2017,PINELLAS,340,1357,0
2017,WORCESTER,46,2,0
2017,RICE,0,0,0
2017,ALLEGHENY,95,1227,4
2017,CRITTENDEN,5862.64,1906.43,1.05
2017,POLK,4613,0,0
2017,WALKER,1,99,0
2017,LAPORTE,0,0,0
2017,FREDERICK,0,0,0
2017,SOMERSET,0,0,0
2017,JACKSON,0,44,0
2017,RIVERSIDE,0,0,0
2017,UNION,59.23,1.61,0
2017,POWER,0,0.75,0
2017,JOHNSON,0,0,0
2017,DALLAS,20,5,0
2017,COOK,3903.8,13006.1,0
2017,ASHTABULA,0,0,0
2017,MARTIN,0,0,0
2017,ST CLAIR,45,464,34
2017,MARTIN,0,0,0
2017,HENDERSON,0,40.32,0
2017,ALLEN,0,0,0
2017,MORGAN,38,350,0
2017,SHELBY,555,48,0
2017,DELAWARE,10,0,0
2017,LOS ANGELES,0,0,0
2017,DICKINSON,39200,0,0
2017,CUYAHOGA,0,4,0
2017,HARRIS,44.6,0,0
2017,LEXINGTON,0.4,0,0
2017,MORGAN,0.232,20.9,0
2017,WILSON,379,1095,0
2017,BARTOW,14.8543,0,0
2017,HAMILTON,0,0,0
2017,PITTSBURG,0.0054,0,0
2017,MCLEOD,0,0,0
2017,UNION,0.01,0.14,0
2017,WASHINGTON,0,0,0
2017,LINN,0,0.65,0.349
2017,GEAUGA,14392,94104,0
2017,ADAMS,0.63,39.07,0
2017,POLK,0,0.88,24
2017,SHELBY,0,0,0
2017,FORSYTH,0,14925,0
2017,FORT BEND,1,227,14
2017,ANNE ARUNDEL,3,2,0
2017,MISSISSIPPI,0,8162,0
2017,WAYNE,0,0,0
2017,HARRIS,0,0,0
2017,HARDIN,0.148,0,0
2017,TARRANT,R,Pounds,3200
2017,CLAREMORE,Pounds,0,5
2017,BROWARD,248,408,0
2017,DEKALB,70,120,0
2017,WARRICK,0,0.0009894,0
2017,MOBILE,0,0.1,84
2017,HILLSBOROUGH,1.12,0.88,0
2017,BRAZORIA,Pounds,141,1
2017,RALLS,23.97,364.49,3.5
2017,ST CLAIR,3.7,290,5
2017,HENDERSON,0,20.86,0
2017,UNION,0.01,0.15,0
2017,HILLSBOROUGH,250,250,0
2017,BUCHANAN,9,0,0
2017,BERNALILLO,0,0,0
2017,CLARKE,0,3695,0
2017,CARROLL,0,324.76,96.09
2017,FORT BEND,0,234,0
2017,BAY,0,0,0
2017,WOOD,34,68,0
2017,ELKHART,0,0,0
2017,MACON,0,0,0
2017,RUTHERFORD,5,0.07,0
2017,HENRY,27,538,0
2017,BROWARD,271,756,0
2017,HARRISON,1395,29,0
2017,MASSAC,1.232,179.497,507
2017,BRAZORIA,R,Pounds,2
2017,COOK,1350,6940,0
2017,PLAQUEMINES PARISH,0,829.16,46.19
2017,MERCER,1.9,29.9,0
2017,MARTIN,A,Pounds,0
2017,LIMESTONE,0,558.79,21.1
2017,MARICOPA,16912,601,0
2017,RALLS,182.8,2068,0
2017,ANNE ARUNDEL,0.003,0.12,0
2017,ROCK ISLAND,0,0,0
2017,MIDDLESEX,0,995,0
2017,MUSCOGEE,0,0,0
2017,EMERY,32,142,0
2017,POWER,29.65,5.3,0
2017,KING GEORGE,0,0.09,0
2017,LAPORTE,0,0.42,0
2017,LAMAR,0,0,0
2017,MOORE,0,0,0
2017,CALCASIEU PARISH,2400,2800,0
2017,MULTNOMAH,3258,107,0
2017,HARRIS,0,2.5,0
2017,MOHAVE,10844.4371,4016.9195,0
2017,LANCASTER,0,1400,0
2017,MIDDLESEX,0,0,0
2017,RALLS,14.51,164,0
